推文ID,发布时间,JEV评级,JEV综合分,细分赛道,点赞量,转推量,回复量,浏览量,配图数,推文正文,核心干货提要,原推链接
2028415926916567377,2026-03-02 10:23:37,C,18,交易心法复盘与知行合一进化,53,2,10,51455,0,伊朗称，如果伊朗油气设施遭到袭击，周边国家的所有油气设施都将被同样摧毁。 https://t.co/r5TlJjrrao,伊朗称，如果伊朗油气设施遭到袭击，周边国家的所有油气设施都将被同样摧毁。,https://x.com/xiaomustock/status/2028415926916567377
2028382030891987441,2026-03-02 08:08:56,C,12,交易心法复盘与知行合一进化,48,5,6,79102,0,永远可以相信美国佬发的撤侨令，一个半月时间真打伊朗了。,永远可以相信美国佬发的撤侨令，一个半月时间真打伊朗了。,https://x.com/xiaomustock/status/2028382030891987441
2028381047562686765,2026-03-02 08:05:01,C,0,交易心法复盘与知行合一进化,8,0,1,5442,0,@xiaoyonggang1 前天周六咋出货的,@xiaoyonggang1 前天周六咋出货的,https://x.com/xiaomustock/status/2028381047562686765
2028376497543909490,2026-03-02 07:46:57,A,40,美股硬科技与AI算力基建,176,24,26,280791,0,"战争不会改变既成事实的三星海力士4月发的q1业绩，不会改变26年短缺的状态。
$EWY 下跌都是给机会，捏住的捏住，加仓的加仓。
今天被美股带崩，只有石油和贵金属相关的暴涨 https://t.co/9UdK7geg98",战争不会改变既成事实的三星海力士4月发的q1业绩，不会改变26年短缺的状态。,https://x.com/xiaomustock/status/2028376497543909490
2028333392677523461,2026-03-02 04:55:40,C,0,交易心法复盘与知行合一进化,3,0,0,762,0,@niuniu255431 @liangsu1999 😂,@niuniu255431 @liangsu1999 😂,https://x.com/xiaomustock/status/2028333392677523461
2028312264617668851,2026-03-02 03:31:42,C,0,交易心法复盘与知行合一进化,5,0,2,2712,0,@ShuYu622 好地方,@ShuYu622 好地方,https://x.com/xiaomustock/status/2028312264617668851
2028308549101899919,2026-03-02 03:16:56,C,3,交易心法复盘与知行合一进化,32,0,0,8620,0,@Web3Feng 是个好问题，高新收入群体减少 ，房价看来真能再跌一波,@Web3Feng 是个好问题，高新收入群体减少 ，房价看来真能再跌一波,https://x.com/xiaomustock/status/2028308549101899919
2028096460219470058,2026-03-01 13:14:10,C,4,美股硬科技与AI算力基建,4,0,1,7210,0,@grok @sadwei22 预计DRAM能短缺几年@grok,@grok @sadwei22 预计DRAM能短缺几年@grok,https://x.com/xiaomustock/status/2028096460219470058
2028091207008793042,2026-03-01 12:53:18,B,38,美股硬科技与AI算力基建,182,14,29,186740,0,"不要因为很多啥鸡儿不懂的傻逼影响捏住的决心。缺什么买什么，推荐别人买小盘股投机，推荐买七巨头的也直接屏蔽，这种人啥鸡儿不懂，根本不知道七巨头的钱现在正被存储三巨头赚走，没有对市场研究过，
影响赚钱。
三星和海力士太低估了，按照现在这个涨价幅度，下个季度利润远不止翻100%。",不要因为很多啥鸡儿不懂的傻逼影响捏住的决心。缺什么买什么，推荐别人买小盘股投机，推荐买七巨头的也直接屏蔽，这种人啥鸡儿不懂，根本不知道七巨头的钱现在正,https://x.com/xiaomustock/status/2028091207008793042
2028089800050569504,2026-03-01 12:47:43,A,48,美股硬科技与AI算力基建,284,25,37,424951,0,"存储荒真正要来了，之前涨价这次真没货。
远离噪音和傻逼，影响捏住中韩半导体，ewy，2x海力士的都直接屏蔽，
减少信息输入，
DRAM内存缺口居然是40%，比之前预测的20%还要大一倍。HODL整年。",存储荒真正要来了，之前涨价这次真没货。,https://x.com/xiaomustock/status/2028089800050569504
2028087351420080187,2026-03-01 12:37:59,A,52,美股硬科技与AI算力基建,92,9,6,48410,0,"2月28日韩国媒体sedaily报道称三星电子和SK海力士已向客户发出通知，今年第二季度将继续大幅提高DRAM价格。
报道称，三星电子和SK海力士正在与客户谈判价格涨幅。而具体的涨价幅度则因客户而异，但中小型客户必须接受价格上涨超过之前合同价格的200%以上，才能获得DRAM的批量供应。
SK海力士在农历新年后向客户发出涨价通知，DDR5颗粒二季度将涨价40%。
三星电子目前的产能水平仅能满足60%的需求，原因是DRAM需求持续激增。
三星最初的目标是提价60%，但首轮被苹果涨100%接受，其他小顾客出价会远高于苹果。",2月28日韩国媒体sedaily报道称三星电子和SK海力士已向客户发出通知，今年第二季度将继续大幅提高DRAM价格。,https://x.com/xiaomustock/status/2028087351420080187
2028082116219883811,2026-03-01 12:17:11,B,27,美股硬科技与AI算力基建,98,8,11,88489,0,由于存储芯片持续短缺， NVIDIA对DGX Spark系统进行了价格调整，将价格从3999美元提高到4699美元 https://t.co/apMXiALM5u,由于存储芯片持续短缺， NVIDIA对DGX Spark系统进行了价格调整，将价格从3999美元提高到4699美元,https://x.com/xiaomustock/status/2028082116219883811
2028056663941693585,2026-03-01 10:36:02,C,0,交易心法复盘与知行合一进化,0,0,0,1480,0,@m_wo8y552 是这样，但是用量还是翻倍涨,@m_wo8y552 是这样，但是用量还是翻倍涨,https://x.com/xiaomustock/status/2028056663941693585
2028056443640033386,2026-03-01 10:35:10,C,16,美股硬科技与AI算力基建,2,0,1,1991,0,@joakja 长期战略，嵌入gpu后，光模块和hbm只能在英伟达gpu上用，话语权提升,@joakja 长期战略，嵌入gpu后，光模块和hbm只能在英伟达gpu上用，话语权提升,https://x.com/xiaomustock/status/2028056443640033386
2027987904988123373,2026-03-01 06:02:49,C,4,加密大周期与流动性配置,0,0,0,285,0,@Solutenft 愿世界和平,@Solutenft 愿世界和平,https://x.com/xiaomustock/status/2027987904988123373
2027985867667869882,2026-03-01 05:54:43,C,0,交易心法复盘与知行合一进化,2,0,0,588,0,@lwg1111 惨，伊朗少数族裔神棍阶层阿塞拜疆人统治着主体民族波斯人,@lwg1111 惨，伊朗少数族裔神棍阶层阿塞拜疆人统治着主体民族波斯人,https://x.com/xiaomustock/status/2027985867667869882
2027982854588928364,2026-03-01 05:42:45,C,0,交易心法复盘与知行合一进化,2,0,1,859,0,@sky27867843 嗯，伦敦的伊朗侨民,@sky27867843 嗯，伦敦的伊朗侨民,https://x.com/xiaomustock/status/2027982854588928364
2027982709302399117,2026-03-01 05:42:10,C,0,交易心法复盘与知行合一进化,1,0,0,342,0,@leeryanpunk 那也是伊朗侨民，傻逼,@leeryanpunk 那也是伊朗侨民，傻逼,https://x.com/xiaomustock/status/2027982709302399117
2027961710246826037,2026-03-01 04:18:44,C,0,交易心法复盘与知行合一进化,1,0,1,556,0,@xdev_Lin 专利壁垒和技术门槛太高了,@xdev_Lin 专利壁垒和技术门槛太高了,https://x.com/xiaomustock/status/2027961710246826037
2027961159614402898,2026-03-01 04:16:32,C,0,交易心法复盘与知行合一进化,1,0,0,472,0,@floatpisces 减产的后果就是业绩爆雷，没几家上市公司愿意承受,@floatpisces 减产的后果就是业绩爆雷，没几家上市公司愿意承受,https://x.com/xiaomustock/status/2027961159614402898
2026907497588834407,2026-02-26 06:29:40,S,60,美股硬科技与AI算力基建,3483,364,302,1300190,0,"不要做那种曾经的傻逼，
2000年初你拥抱互联网跟着时代潮流注册了qq，注册了网易邮箱。体验着各种新奇的互联网产品。
却不知道他妈的傻逼怎么不去买个腾讯网易的股票。
现在的你整天在那倒腾AI产品，倒腾电脑里的龙虾，又是买mac mini，又是买claude，gemini会员，你他妈跟当初只知道充值qq会员的傻逼有什么区别？还不如梭哈三星海力士。
历史给你再重复一遍，不要回望过去，自己还是那个傻逼。",不要做那种曾经的傻逼，,https://x.com/xiaomustock/status/2026907497588834407
2025514992582484067,2026-02-22 10:16:21,C,4,交易心法复盘与知行合一进化,7,0,1,4316,0,@xiaobai1219 股票里能直接买，国内普通人唯一能参与顶层ai浪潮的途径.,@xiaobai1219 股票里能直接买，国内普通人唯一能参与顶层ai浪潮的途径.,https://x.com/xiaomustock/status/2025514992582484067
2025514748067131479,2026-02-22 10:15:22,C,0,交易心法复盘与知行合一进化,5,0,1,5078,0,@summer190820 你这种人的认知这辈子也就这样了.,@summer190820 你这种人的认知这辈子也就这样了.,https://x.com/xiaomustock/status/2025514748067131479
2025514604580028489,2026-02-22 10:14:48,C,0,交易心法复盘与知行合一进化,2,0,1,5939,0,@wu1815128 图稳在日一样能买ewy，进击那就闪迪或者铠侠,@wu1815128 图稳在日一样能买ewy，进击那就闪迪或者铠侠,https://x.com/xiaomustock/status/2025514604580028489
2025242594197078426,2026-02-21 16:13:56,B,24,加密大周期与流动性配置,114,3,41,70647,0,"建议crypto这些交易所都直接搞个券商和大宗的牌照上股票和大宗吧，不然没法玩了，一眼看过去都是诈骗，让散户在那里交易纯骗局也挺恶心。
应该把所有山寨诈骗盘直接全清空下架，留点应用币和公链币。主要交易直接做支持usdt的股票券商交易所。
都別鸡吧玩和上山寨了，害人。",建议crypto这些交易所都直接搞个券商和大宗的牌照上股票和大宗吧，不然没法玩了，一眼看过去都是诈骗，让散户在那里交易纯骗局也挺恶心。,https://x.com/xiaomustock/status/2025242594197078426
2025241123959308406,2026-02-21 16:08:05,C,0,交易心法复盘与知行合一进化,4,0,0,2990,0,@0xWenMoon 会发多发点,@0xWenMoon 会发多发点,https://x.com/xiaomustock/status/2025241123959308406
2025184515803750888,2026-02-21 12:23:09,C,5,交易心法复盘与知行合一进化,21,0,0,22079,0,@AJIU_97 都是虚无缥缈要靠猜的垃圾股。,@AJIU_97 都是虚无缥缈要靠猜的垃圾股。,https://x.com/xiaomustock/status/2025184515803750888
2025183891007623348,2026-02-21 12:20:40,C,2,交易心法复盘与知行合一进化,11,2,2,16392,0,@y2024c 梭 $EWY,@y2024c 梭 $EWY,https://x.com/xiaomustock/status/2025183891007623348
2025183204916027798,2026-02-21 12:17:56,C,17,现货期货微观与庄家博弈,28,1,0,19826,0,@Jackma199512 所以穷在认知，如果觉得能涨100%，13%的溢价又算得了什么。,@Jackma199512 所以穷在认知，如果觉得能涨100%，13%的溢价又算得了什么。,https://x.com/xiaomustock/status/2025183204916027798
2025174633738371234,2026-02-21 11:43:53,C,9,美股硬科技与AI算力基建,22,0,0,20802,0,@TauiTan22517 你这种梭哈海力士就行了,@TauiTan22517 你这种梭哈海力士就行了,https://x.com/xiaomustock/status/2025174633738371234
2025170881740505404,2026-02-21 11:28:58,A,51,美股硬科技与AI算力基建,1029,104,77,377819,1,"如果身在国内，
这段话普通人的唯一正解：
梭哈中韩半导体etf！ https://t.co/vhvKwGqAK1",这段话普通人的唯一正解：,https://x.com/xiaomustock/status/2025170881740505404
2025123637263810598,2026-02-21 08:21:14,B,26,交易心法复盘与知行合一进化,123,7,20,47309,0,谷歌gemini是目前网友各种刁钻民测问题里面，唯一全部回答正确的模型，其他全部挂逼，包括豆包和gpt都错了。就是没多余钱买 $GOOG https://t.co/EN7B0EEam6,谷歌gemini是目前网友各种刁钻民测问题里面，唯一全部回答正确的模型，其他全部挂逼，包括豆包和gpt都错了。就是没多余钱买 $GOOG,https://x.com/xiaomustock/status/2025123637263810598
2025104127257452815,2026-02-21 07:03:43,A,46,仓位风控与跨市场大资产对冲,80,14,10,35074,0,"这篇不仅是对去年的总结也是过去很多年的感悟，如果能眼光卓著，发现最新的AI抽水机干进去捏住，等“AI抽水机”股变化继续换进去，估计老表们能每年持续获得远超巴菲特的投资收益。
以后的想法就很单纯，上帝视角找这种类型的股票。伟大的机会应该显而易见所以也很简单，因为他们赚钱了所有AI公司的钱，那么业绩利润会很明显，各个公司的成本支出增加项也会很明显，去繁从简。",这篇不仅是对去年的总结也是过去很多年的感悟，如果能眼光卓著，发现最新的AI抽水机干进去捏住，等“AI抽水机”股变化继续换进去，估计老表们能每年持续获得,https://x.com/xiaomustock/status/2025104127257452815
2025102583325729076,2026-02-21 06:57:35,C,0,交易心法复盘与知行合一进化,1,0,0,1609,0,@TRADERHHHHH 非常牛,@TRADERHHHHH 非常牛,https://x.com/xiaomustock/status/2025102583325729076
2025102483203522593,2026-02-21 06:57:11,noise,0,交易心法复盘与知行合一进化,0,0,0,2134,0,@niunodechen 对,@niunodechen 对,https://x.com/xiaomustock/status/2025102483203522593
2025101473068282044,2026-02-21 06:53:10,S,64,美股硬科技与AI算力基建,178,26,20,66624,0,"我当时 $LITE $TEM $MU 都买了，但是都手贱只撸了几十个点跑了，没吃到大钱。后面卖出来钱没事干，还抄底了bmnr和sbet直接账户跌掉了快一半。😂再不碰crypto股。
今年回想起来太遗憾了，只能梭哈住韩国指数 $EEY 捏住海力士。
现在想法很简单，先靠毅力做成一件事情，
把韩国指数 $EWY 和中韩半导体etf最起码捏到4月底，如果没有更好的目标捏一年也不是不可以。改掉以前赚点就跑的习惯。",我当时 $LITE $TEM $MU 都买了，但是都手贱只撸了几十个点跑了，没吃到大钱。后面卖出来钱没事干，还抄底了bmnr和sbet直接账户跌掉了快,https://x.com/xiaomustock/status/2025101473068282044
2025099539770998964,2026-02-21 06:45:29,C,13,交易心法复盘与知行合一进化,39,3,17,31373,0,"前段时间看有个老外博主这样讲，大陆的模型更容易获得海量的医疗数据，我们的体制模式会让这些公立医院自动交出医疗数据用作大模型训练。
他们觉得医疗诊断这方面国内更有优势。",前段时间看有个老外博主这样讲，大陆的模型更容易获得海量的医疗数据，我们的体制模式会让这些公立医院自动交出医疗数据用作大模型训练。,https://x.com/xiaomustock/status/2025099539770998964
2025098886629786111,2026-02-21 06:42:53,A,43,交易心法复盘与知行合一进化,72,6,28,88642,0,"$TEM 这个我现在也不看好了，当初买过一波,
理由是在ai大模型用户少的初期，TEM提供的医疗数据很值钱，给ai模型用来训练医疗能力很划算。
但在AI使用量暴增以后，这些模型自动会收集到海量的用户因为自身疾病提问发过去的用户自身的医疗数据，他们会通过对话的方式慢慢获得用户完整的医疗数据。相比于去找 $TEM 买，tem不一定有大模型公司自身获得的用户医疗数据更全面。","$TEM 这个我现在也不看好了，当初买过一波,",https://x.com/xiaomustock/status/2025098886629786111
